Table 5 - Regional level employment by 2 & 3 digit SIC 2007(Public/Private Split),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,North East,,,,,,,,,Reference year 2010 Thousands ,,,,,,,,,,,,,,,
2 SIC,3 SIC,Full time employees,,,Part time employees,,,Total employees,,,Total employment,,,,,,,,,,,,,,,
,,Public,Private,All,Public,Private,All,Public,Private,All,Public,Private,All,,,,,,,,,,,,,
01*,,-,2.3,2.3,-,0.9,0.9,-,3.2,3.2,-,10.7,10.7,,,,,,,,,,,,,
,477,*,*,11.7,*,*,18.3,*,*,30.0,*,*,31.7,,,,,,,,,,,,,
,478,-,0.1,0.1,-,-,-,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
,479,-,0.3,0.3,-,1.1,1.1,-,1.4,1.4,-,2.0,2.0,,,,,,,,,,,,,
49,,1.3,14.8,16.1,0.4,5.3,5.7,1.7,20.1,21.8,1.7,21.5,23.3,,,,,,,,,,,,,
,491,*,*,0.7,*,*,0.1,*,*,0.8,*,*,0.8,,,,,,,,,,,,,
,492,-,*,*,-,*,*,-,*,*,-,*,*,,,,,,,,,,,,,
,493,*,*,8.7,*,*,2.7,*,*,11.4,*,*,12.1,,,,,,,,,,,,,
,494,-,6.5,6.5,-,2.9,2.9,-,9.4,9.4,-,10.2,10.2,,,,,,,,,,,,,
,495,-,*,*,-,*,*,-,*,*,-,*,*,,,,,,,,,,,,,
50,,-,0.1,0.1,-,-,-,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
,501,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
,502,-,*,*,-,*,*,-,*,*,-,*,*,,,,,,,,,,,,,
,503,-,*,*,-,*,*,-,*,*,-,*,*,,,,,,,,,,,,,
,504,-,*,*,-,*,*,-,*,*,-,*,*,,,,,,,,,,,,,
51,,-,1.0,1.0,-,0.3,0.3,-,1.3,1.3,-,1.3,1.3,,,,,,,,,,,,,
,511,-,*,*,-,*,*,-,1.3,1.3,-,1.3,1.3,,,,,,,,,,,,,
,512,-,*,*,-,*,*,-,-,-,-,-,-,,,,,,,,,,,,,
52,,*,*,7.9,*,*,1.1,*,*,9.0,*,*,9.2,,,,,,,,,,,,,
,521,*,*,3.9,*,*,0.4,*,*,4.3,*,*,4.3,,,,,,,,,,,,,
,522,0.7,3.3,4.0,0.2,0.5,0.7,0.8,3.9,4.7,0.8,4.0,4.8,,,,,,,,,,,,,
53,,*,*,6.4,*,*,1.6,*,*,8.0,*,*,8.0,,,,,,,,,,,,,
,531,*,*,4.8,*,*,1.4,*,*,6.1,*,*,6.1,,,,,,,,,,,,,
,532,-,1.6,1.6,-,0.3,0.3,-,1.9,1.9,-,1.9,1.9,,,,,,,,,,,,,
55,,-,4.5,4.5,-,4.6,4.6,-,9.1,9.1,-,9.2,9.2,,,,,,,,,,,,,
,551,-,3.5,3.5,-,3.7,3.7,-,7.2,7.2,-,7.3,7.3,,,,,,,,,,,,,
,552,-,0.1,0.1,-,0.1,0.1,-,0.2,0.2,-,0.2,0.2,,,,,,,,,,,,,
,553,-,0.6,0.6,-,0.3,0.3,-,0.9,0.9,-,0.9,0.9,,,,,,,,,,,,,
,559,-,0.3,0.3,-,0.5,0.5,-,0.8,0.8,-,0.8,0.8,,,,,,,,,,,,,
56,,1.0,16.2,17.2,0.3,32.9,33.2,1.2,49.2,50.4,1.2,51.7,52.9,,,,,,,,,,,,,
,561,*,*,8.8,*,*,12.7,*,*,21.6,*,*,23.4,,,,,,,,,,,,,
,562,1.0,2.2,3.2,0.2,4.4,4.7,1.2,6.6,7.8,1.2,6.6,7.8,,,,,,,,,,,,,
,563,*,*,5.2,*,*,15.8,*,*,21.0,*,*,21.7,,,,,,,,,,,,,
58,,-,1.3,1.3,-,0.4,0.4,-,1.7,1.7,-,1.7,1.7,,,,,,,,,,,,,
,581,-,1.3,1.3,-,0.4,0.4,-,1.7,1.7,-,1.7,1.7,,,,,,,,,,,,,
,582,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
59,,*,*,0.6,*,*,0.5,*,*,1.1,*,*,1.3,,,,,,,,,,,,,
,591,*,*,0.6,*,*,0.5,*,*,1.1,*,*,1.3,,,,,,,,,,,,,
,592,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
60,,-,*,*,-,*,*,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
,601,-,*,*,-,*,*,-,0.1,0.1,-,0.1,0.1,,,,,,,,,,,,,
,602,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,
61,,*,*,12.8,*,*,1.6,*,*,14.5,*,*,14.7,,,,,,,,,,,,,
,611,-,0.9,0.9,-,-,-,-,0.9,0.9,-,0.9,0.9,,,,,,,,,,,,,
,612,-,*,*,-,*,*,-,*,*,-,*,*,,,,,,,,,,,,,
,613,-,*,*,-,*,*,-,*,*,-,*,*,,,,,,,,,,,,,
,619,*,*,11.7,*,*,1.6,*,*,13.4,*,*,13.5,,,,,,,,,,,,,
62,,*,*,8.1,*,*,1.1,*,*,9.2,*,*,9.4,,,,,,,,,,,,,
,620,*,*,8.1,*,*,1.1,*,*,9.2,*,*,9.4,,,,,,,,,,,,,
63,,-,1.9,1.9,-,0.2,0.2,-,2.1,2.1,-,2.1,2.1,,,,,,,,,,,,,
,631,-,1.6,1.6,-,0.1,0.1,-,1.8,1.8,-,1.8,1.8,,,,,,,,,,,,,
,639,-,0.3,0.3,-,-,-,-,0.3,0.3,-,0.3,0.3,,,,,,,,,,,,,
64,,6.9,6.5,13.4,1.8,2.2,4.0,8.8,8.6,17.4,8.8,8.6,17.4,,,,,,,,,,,,,
,641,6.3,5.5,11.8,1.8,1.9,3.7,8.1,7.4,15.5,8.1,7.4,15.5,,,,,,,,,,,,,
,642,-,0.1,0.1,-,-,-,-,0.2,0.2,-,0.2,0.2,,,,,,,,,,,,,
,643,*,*,-,*,*,-,*,*,-,*,*,-,,,,,,,,,,,,,
,649,*,*,1.4,*,*,0.2,*,*,1.7,*,*,1.7,,,,,,,,,,,,,
65,,*,*,0.9,*,*,0.3,*,*,1.2,*,*,1.2,,,,,,,,,,,,,
